what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280792435555
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280792435735
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280792436764
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280792991754
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280792994759
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280792994788
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280793098610
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280794250796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280794352786
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800743837
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800747615
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800783237
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800796719
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800887956
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800895889
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800938199
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800977700
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800981992
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280800983878
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801011526
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801015668
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801023940
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801093619
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801098566
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801226243
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801330266
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801339884
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1280801699655
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280801699907
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280801699927
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1280801704354
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280801712366
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.copy",1280801724819
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1280801724906
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280801725890
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.paste",1280801735199
started,bundle,org.eclipse.jdt.junit,3.6.0.v20100526-0800,"org.eclipse.jdt.junit",1280801736046
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1280801787561
