what,kind,bundleId,bundleVersion,description,time
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1281404451444
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1281404451444
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1281404451444
java.vm.specification.version,sysinfo,,,"1.0",1281404451444
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1281404451444
java.vm.version,sysinfo,,,"16.3-b01",1281404451444
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1281404451565
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1281404451693
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1281404451739
started,bundle,org.eclipse.ui.forms,3.5.0.v20100427,"org.eclipse.ui.forms",1281404451821
started,bundle,org.eclipse.mylyn.context.core,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.core",1281404451889
started,bundle,org.eclipse.mylyn.context.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.context.ui",1281404451904
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.tasks.ui",1281404452076
started,bundle,org.eclipse.mylyn.team.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.team.ui",1281404452114
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1281404452140
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1281404452242
started,bundle,org.eclipse.update.core,3.2.400.v20100512,"org.eclipse.update.core",1281404452272
activated,view,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.PackageExplorer",1281404452457
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281404454687
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281404458314
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281404460088
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406589081
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406595879
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406595928
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406605487
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406605521
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406605536
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406611026
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406613299
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406613330
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406613347
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406617569
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406618664
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406618691
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406618708
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406628190
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406637753
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406637768
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406646499
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406648036
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406648061
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406648075
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406652673
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406654267
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406654290
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406654302
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1281406661410
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1281406661851
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1281406661996
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281406662690
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281406663235
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406750967
closed,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1281406750990
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1281406756572
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406756670
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406756712
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.performTextSearchProject",1281406756813
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406765330
closed,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406765373
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406773900
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.performTextSearchProject",1281406775531
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406775553
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406786421
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406791923
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406791959
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1281406792070
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406792093
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406796164
closed,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406796196
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406801097
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406809484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406809499
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406829512
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1281406833926
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406833941
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406849530
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406858617
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1281406858661
executed,command,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.openSearchDialog",1281406858748
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1281406858768
