what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1280450883799
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1280450883799
started,bundle,org.eclipse.team.core,3.5.100.I20100527-0800,"org.eclipse.team.core",1280450883806
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1280450883815
started,bundle,org.eclipse.team.cvs.ui,3.3.300.I20100526-0800,"org.eclipse.team.cvs.ui",1280450883824
started,bundle,org.eclipse.team.ui,3.5.100.I20100527-0800,"org.eclipse.team.ui",1280450883829
started,bundle,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui",1280450883838
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1280450883843
started,bundle,org.eclipse.ui.editors,3.6.0.v20100520-0800,"org.eclipse.ui.editors",1280450883843
started,bundle,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.ide",1280450883856
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1280450883857
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1280450883866
started,bundle,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"org.eclipse.ui.workbench",1280450883886
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.0.v20100520-0800,"org.eclipse.ui.workbench.texteditor",1280450883898
os,sysinfo,,,"linux",1280450883902
arch,sysinfo,,,"x86",1280450883902
ws,sysinfo,,,"gtk",1280450883902
locale,sysinfo,,,"es_AR",1280450883902
processors,sysinfo,,,"2",1280450883902
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1280450883902
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1280450883902
java.specification.name,sysinfo,,,"Java Platform API Specification",1280450883902
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1280450883902
java.specification.version,sysinfo,,,"1.6",1280450883902
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1280450883902
java.version,sysinfo,,,"1.6.0_20",1280450883902
java.vm.info,sysinfo,,,"mixed mode, sharing",1280450883902
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1280450883902
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1280450883902
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1280450883902
java.vm.specification.version,sysinfo,,,"1.0",1280450883902
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1280450883902
java.vm.version,sysinfo,,,"16.3-b01",1280450883902
